order_item_id,order_id,product_id,quantity,unit_price,total_price
816,1459,23,5,483.86,2419.3
817,1744,386,3,612.84,1838.52
818,933,511,2,147.87,295.74
819,1628,133,1,234.6,234.6
820,1605,525,2,114.53,229.06
821,1152,530,3,383.96,1151.88
822,906,530,4,383.96,1535.84
823,847,459,3,390.8,1172.4
824,2157,544,5,74.7,373.5
825,2056,275,3,145.85,437.55
826,944,203,2,675.92,1351.84
827,1633,410,4,156.49,625.96
828,1914,434,3,549.16,1647.48
829,1705,218,3,768.18,2304.54
830,2113,101,5,692.48,3462.4
831,1718,289,5,175.39,876.95
832,791,346,4,798.78,3195.12
833,585,276,1,199.49,199.49
834,1483,547,5,678.68,3393.4
835,362,381,3,654.28,1962.84
836,1310,58,2,641.53,1283.06
837,1436,484,3,781.17,2343.51
838,1740,499,3,671.01,2013.03
839,1236,374,2,92.5,185.0
840,2053,531,1,197.61,197.61
841,652,247,1,416.55,416.55
842,987,599,1,794.13,794.13
843,676,443,5,136.8,684.0
844,1716,50,5,449.19,2245.95
845,677,156,4,649.04,2596.16
846,2422,529,5,794.2,3971.0
847,533,3,3,401.35,1204.05
848,837,408,1,286.57,286.57
849,368,566,5,478.04,2390.2
850,1117,402,2,144.86,289.72
851,2357,301,3,10.14,30.42
852,1194,139,4,507.57,2030.28
853,1249,187,3,431.57,1294.71
854,1822,40,3,525.55,1576.65
855,652,290,2,162.83,325.66
856,223,492,3,784.35,2353.05
857,1347,138,5,108.59,542.95
858,2037,514,1,80.0,80.0
859,184,280,4,214.82,859.28
860,713,33,3,498.19,1494.57
861,1612,522,4,276.66,1106.64
862,1301,276,3,199.49,598.47
863,1255,162,3,323.74,971.22
864,1014,471,4,440.06,1760.24
865,1418,481,4,572.33,2289.32
866,1424,286,4,284.59,1138.36
867,212,442,1,479.0,479.0
868,1490,306,4,188.57,754.28
869,1270,346,3,798.78,2396.34
870,345,357,1,618.26,618.26
871,2385,161,2,528.03,1056.06
872,968,94,3,216.75,650.25
873,1346,398,4,72.32,289.28
874,109,26,1,565.26,565.26
875,995,517,4,340.73,1362.92
876,1312,398,3,72.32,216.96
877,415,2,4,201.49,805.96
878,1127,437,5,50.11,250.55
879,162,92,2,418.35,836.7
880,608,160,4,26.4,105.6
881,862,24,2,367.73,735.46
882,908,106,5,665.88,3329.4
883,711,165,1,305.69,305.69
884,2393,234,5,216.26,1081.3
885,604,284,1,514.77,514.77
886,1433,432,2,687.27,1374.54
887,432,530,3,383.96,1151.88
888,103,287,4,101.04,404.16
889,1019,554,4,659.7,2638.8
890,1335,166,2,157.44,314.88
891,1745,474,1,636.0,636.0
892,1735,265,2,700.42,1400.84
893,1517,65,4,309.16,1236.64
894,1429,363,3,741.22,2223.66
895,1092,592,2,429.69,859.38
896,2063,412,5,243.36,1216.8
897,1237,573,1,451.7,451.7
898,1516,203,5,675.92,3379.6
899,2205,446,2,795.58,1591.16
900,1557,396,4,195.06,780.24
901,2409,15,2,323.44,646.88
902,2348,277,4,732.85,2931.4
903,2179,31,4,98.89,395.56
904,2341,55,2,550.33,1100.66
905,1230,105,5,504.16,2520.8
906,1441,391,1,152.29,152.29
907,611,226,2,93.28,186.56
908,834,224,5,318.02,1590.1
909,1245,261,1,523.65,523.65
910,1486,79,1,677.76,677.76
911,1790,588,5,475.68,2378.4
912,248,376,5,743.8,3719.0
913,1705,30,3,20.66,61.98
914,1239,402,4,144.86,579.44
915,861,299,4,656.53,2626.12
916,1456,7,2,219.72,439.44
917,2112,284,3,514.77,1544.31
918,250,397,4,449.33,1797.32
919,776,200,5,60.63,303.15
920,1903,345,5,529.31,2646.55
921,1824,25,5,502.42,2512.1
922,820,185,2,416.93,833.86
923,1932,98,2,219.9,439.8
924,597,34,5,304.09,1520.45
925,1993,76,5,257.19,1285.95
926,37,171,1,432.07,432.07
927,1774,241,1,170.74,170.74
928,2489,238,4,343.57,1374.28
929,470,45,4,665.24,2660.96
930,1413,456,2,582.03,1164.06
931,1306,33,4,498.19,1992.76
932,1015,295,4,331.84,1327.36
933,386,537,2,643.8,1287.6
934,707,8,3,299.8,899.4
935,1745,502,5,467.57,2337.85
936,1804,151,2,621.63,1243.26
937,2144,519,3,337.8,1013.4
938,2339,138,2,108.59,217.18
939,2435,105,2,504.16,1008.32
940,2286,429,5,710.51,3552.55
941,2275,64,3,618.98,1856.94
942,2417,317,5,591.49,2957.45
943,811,54,2,475.21,950.42
944,2026,355,4,292.3,1169.2
945,1980,375,1,322.92,322.92
946,583,273,5,549.11,2745.55
947,1839,295,3,331.84,995.52
948,2224,499,3,671.01,2013.03
949,1111,271,1,263.1,263.1
950,2483,359,1,188.2,188.2
951,256,157,1,132.67,132.67
952,583,446,1,795.58,795.58
953,1194,118,2,402.44,804.88
954,2427,124,3,342.09,1026.27
955,196,214,5,449.0,2245.0
956,136,38,4,664.31,2657.24
957,1270,121,1,317.78,317.78
958,2373,532,1,390.81,390.81
959,784,106,1,665.88,665.88
960,1318,528,2,520.05,1040.1
961,1672,390,1,674.26,674.26
962,727,336,2,66.37,132.74
963,769,299,1,656.53,656.53
964,1009,8,2,299.8,599.6
965,835,76,1,257.19,257.19
966,1685,293,5,90.27,451.35
967,357,9,2,547.94,1095.88
968,2449,576,1,383.65,383.65
969,710,27,1,524.56,524.56
970,1543,390,4,674.26,2697.04
971,2219,119,4,79.84,319.36
972,905,40,3,525.55,1576.65
973,1639,45,2,665.24,1330.48
974,2426,212,4,67.58,270.32
975,2476,180,2,96.58,193.16
976,2394,459,3,390.8,1172.4
977,2093,314,4,687.6,2750.4
978,1073,205,2,97.12,194.24
979,2352,515,3,694.8,2084.4
980,184,186,4,528.49,2113.96
981,1581,214,3,449.0,1347.0
982,2017,421,4,483.87,1935.48
983,2076,487,5,492.2,2461.0
984,59,98,2,219.9,439.8
985,937,351,3,26.52,79.56
986,196,141,4,185.14,740.56
987,1334,145,3,785.46,2356.38
988,2425,369,1,575.2,575.2
989,1897,347,2,90.69,181.38
990,2413,57,2,430.82,861.64
991,2033,92,2,418.35,836.7
992,2317,419,3,450.2,1350.6
993,1837,292,3,487.76,1463.28
994,1508,474,4,636.0,2544.0
995,686,598,1,724.46,724.46
996,2010,131,4,174.07,696.28
997,118,409,1,756.77,756.77
998,1740,350,1,232.32,232.32
999,597,176,1,338.38,338.38
1000,494,242,4,469.33,1877.32
1001,307,294,1,116.36,116.36
1002,241,176,1,338.38,338.38
1003,315,219,3,743.84,2231.52
1004,88,78,1,434.28,434.28
1005,159,198,5,420.99,2104.95
1006,1388,195,2,723.37,1446.74
1007,1403,350,1,232.32,232.32
1008,723,140,1,298.93,298.93
1009,235,457,1,709.68,709.68
1010,2170,456,1,582.03,582.03
1011,2173,207,4,626.77,2507.08
1012,1940,353,5,303.02,1515.1
1013,1716,14,5,131.0,655.0
1014,2360,154,2,129.64,259.28
1015,474,280,4,214.82,859.28
1016,1798,523,2,99.5,199.0
1017,395,25,2,502.42,1004.84
1018,1603,303,2,384.21,768.42
1019,38,27,4,524.56,2098.24
1020,539,224,3,318.02,954.06
1021,825,325,3,157.02,471.06
1022,246,272,3,317.71,953.13
1023,2088,376,5,743.8,3719.0
1024,1490,110,1,584.53,584.53
1025,1914,450,2,687.91,1375.82
1026,769,110,4,584.53,2338.12
1027,1657,287,4,101.04,404.16
1028,1108,12,5,288.11,1440.55
1029,1548,47,3,327.04,981.12
1030,2097,371,4,380.56,1522.24
1031,828,222,2,466.67,933.34
1032,1461,62,3,688.85,2066.55
1033,287,207,3,626.77,1880.31
1034,393,235,4,39.05,156.2
1035,555,289,5,175.39,876.95
1036,1773,290,5,162.83,814.15
1037,2116,88,1,80.83,80.83
1038,485,461,1,316.64,316.64
1039,1018,437,5,50.11,250.55
1040,185,576,2,383.65,767.3
1041,1865,413,3,754.93,2264.79
1042,1432,66,1,154.37,154.37
1043,598,242,1,469.33,469.33
1044,1279,429,2,710.51,1421.02
1045,659,424,3,342.77,1028.31
1046,1460,148,2,611.86,1223.72
1047,2302,295,2,331.84,663.68
1048,2107,239,1,797.87,797.87
1049,2031,441,5,621.79,3108.95
1050,735,226,1,93.28,93.28
1051,2033,241,3,170.74,512.22
1052,1576,78,4,434.28,1737.12
1053,163,19,3,738.54,2215.62
1054,2447,301,2,10.14,20.28
1055,880,571,4,550.21,2200.84
1056,112,178,1,754.48,754.48
1057,814,448,5,365.19,1825.95
1058,1832,382,1,615.06,615.06
1059,431,401,4,25.65,102.6
1060,370,17,4,754.6,3018.4
1061,1743,532,5,390.81,1954.05
1062,1398,37,1,411.28,411.28
1063,276,27,4,524.56,2098.24
1064,859,543,2,637.9,1275.8
1065,2245,263,5,257.11,1285.55
1066,10,440,2,628.38,1256.76
1067,860,589,1,697.64,697.64
1068,2076,468,5,376.95,1884.75
1069,371,207,2,626.77,1253.54
1070,2126,471,2,440.06,880.12
1071,372,90,2,244.76,489.52
1072,1874,364,5,340.46,1702.3
1073,26,64,3,618.98,1856.94
1074,829,394,5,302.36,1511.8
1075,1532,379,4,684.15,2736.6
1076,863,592,5,429.69,2148.45
1077,1343,436,2,488.54,977.08
1078,621,362,5,743.36,3716.8
1079,493,313,2,175.56,351.12
1080,1505,218,5,768.18,3840.9
1081,1489,536,1,138.63,138.63
1082,1128,384,2,586.06,1172.12
1083,426,90,4,244.76,979.04
1084,1095,39,3,651.11,1953.33
1085,989,251,4,23.44,93.76
1086,1606,412,3,243.36,730.08
1087,2326,170,1,614.58,614.58
1088,1296,310,4,274.62,1098.48
1089,1653,527,4,413.22,1652.88
1090,486,538,4,39.96,159.84
1091,2317,151,2,621.63,1243.26
1092,2440,1,2,537.25,1074.5
1093,1418,83,4,488.4,1953.6
1094,1064,321,3,159.66,478.98
1095,1572,73,5,142.21,711.05
1096,2316,71,2,124.56,249.12
1097,545,212,3,67.58,202.74
1098,1105,589,1,697.64,697.64
1099,1320,122,4,566.95,2267.8
1100,530,252,3,770.82,2312.46
1101,1235,569,2,397.56,795.12
1102,2478,226,3,93.28,279.84
1103,74,173,2,750.33,1500.66
1104,1489,115,4,168.78,675.12
1105,1447,503,4,53.79,215.16
1106,877,542,1,154.29,154.29
1107,1866,369,3,575.2,1725.6
1108,716,362,4,743.36,2973.44
1109,323,411,1,408.82,408.82
1110,1387,152,4,673.83,2695.32
1111,694,457,2,709.68,1419.36
1112,841,82,5,45.03,225.15
1113,619,377,4,423.74,1694.96
1114,887,126,5,86.27,431.35
1115,1691,393,1,724.42,724.42
1116,166,500,1,391.8,391.8
1117,1527,595,3,394.59,1183.77
1118,2072,137,4,630.03,2520.12
1119,1405,450,3,687.91,2063.73
1120,970,81,3,36.02,108.06
1121,1311,152,1,673.83,673.83
1122,1714,474,5,636.0,3180.0
1123,1722,146,4,335.05,1340.2
1124,574,363,3,741.22,2223.66
1125,2376,77,3,665.5,1996.5
1126,2405,336,3,66.37,199.11
1127,2240,332,1,206.36,206.36
1128,1477,287,2,101.04,202.08
1129,2282,128,1,54.31,54.31
1130,2145,512,1,164.24,164.24
1131,2085,538,5,39.96,199.8
1132,891,9,4,547.94,2191.76
1133,2349,80,1,436.41,436.41
1134,945,318,1,669.33,669.33
1135,2002,168,4,726.15,2904.6
1136,1930,552,1,578.2,578.2
1137,1954,434,1,549.16,549.16
1138,2272,383,2,794.8,1589.6
1139,89,14,3,131.0,393.0
1140,2262,140,3,298.93,896.79
1141,262,222,4,466.67,1866.68
1142,1979,265,3,700.42,2101.26
1143,1297,160,5,26.4,132.0
1144,1480,108,3,80.18,240.54
1145,1036,294,4,116.36,465.44
1146,2056,357,4,618.26,2473.04
1147,1763,239,2,797.87,1595.74
1148,1096,411,4,408.82,1635.28
1149,1848,158,2,33.54,67.08
1150,1075,245,4,475.18,1900.72
1151,1240,469,3,624.34,1873.02
1152,1952,176,4,338.38,1353.52
1153,466,419,5,450.2,2251.0
1154,1082,319,3,632.34,1897.02
1155,1959,440,2,628.38,1256.76
1156,1767,249,1,205.6,205.6
1157,662,356,4,414.35,1657.4
1158,58,229,1,363.41,363.41
1159,1650,594,5,180.47,902.35
1160,1756,455,4,548.3,2193.2
1161,1969,438,2,564.43,1128.86
1162,160,449,3,137.72,413.16
1163,968,74,2,788.84,1577.68
1164,289,589,3,697.64,2092.92
1165,1807,207,4,626.77,2507.08
1166,1682,368,2,552.7,1105.4
1167,2357,332,4,206.36,825.44
1168,1656,585,5,621.38,3106.9
1169,1866,96,4,573.88,2295.52
1170,1331,131,3,174.07,522.21
1171,1823,404,5,212.38,1061.9
1172,1990,444,3,199.67,599.01
1173,277,319,2,632.34,1264.68
1174,1542,444,1,199.67,199.67
1175,1599,91,4,667.5,2670.0
1176,1918,470,5,503.4,2517.0
1177,302,55,5,550.33,2751.65
1178,1747,345,2,529.31,1058.62
1179,476,541,3,107.81,323.43
1180,2147,103,4,123.31,493.24
1181,1171,310,5,274.62,1373.1
1182,987,569,4,397.56,1590.24
1183,985,130,4,726.2,2904.8
1184,2411,11,4,570.35,2281.4
1185,1204,274,5,91.37,456.85
1186,44,270,2,183.65,367.3
1187,1957,373,1,57.15,57.15
1188,1984,512,3,164.24,492.72
1189,872,474,1,636.0,636.0
1190,2394,358,4,402.51,1610.04
1191,1620,418,5,191.05,955.25
1192,2417,72,4,453.13,1812.52
1193,958,415,2,650.76,1301.52
1194,2483,357,4,618.26,2473.04
1195,706,52,3,534.6,1603.8
1196,1734,544,4,74.7,298.8
1197,2030,414,3,577.94,1733.82
1198,2497,164,2,572.66,1145.32
1199,2076,126,3,86.27,258.81
1200,1890,102,5,309.42,1547.1
1201,1265,158,1,33.54,33.54
1202,1063,368,2,552.7,1105.4
1203,138,272,4,317.71,1270.84
1204,1385,370,4,30.75,123.0
1205,1804,86,5,258.03,1290.15
1206,1549,207,3,626.77,1880.31
1207,829,308,5,141.07,705.35
1208,1198,33,2,498.19,996.38
1209,1047,36,1,346.81,346.81
1210,57,543,2,637.9,1275.8
1211,783,39,2,651.11,1302.22
1212,1246,259,4,147.03,588.12
1213,1382,199,5,659.01,3295.05
1214,682,350,5,232.32,1161.6
1215,2023,313,2,175.56,351.12
1216,2401,47,1,327.04,327.04
1217,1965,114,2,710.24,1420.48
1218,2181,384,4,586.06,2344.24
1219,1400,169,3,6.24,18.72
1220,609,90,4,244.76,979.04
1221,1329,461,2,316.64,633.28
1222,1260,401,1,25.65,25.65
1223,1642,54,3,475.21,1425.63
1224,1459,273,5,549.11,2745.55
1225,1898,391,1,152.29,152.29
1226,1777,103,1,123.31,123.31
1227,1385,146,2,335.05,670.1
1228,1121,436,3,488.54,1465.62
1229,1870,212,3,67.58,202.74
1230,1860,478,4,432.8,1731.2
1231,1988,66,3,154.37,463.11
1232,647,135,2,426.12,852.24
1233,1399,79,1,677.76,677.76
1234,2034,177,1,345.27,345.27
1235,1107,302,3,228.52,685.56
1236,2381,55,1,550.33,550.33
1237,2149,436,4,488.54,1954.16
1238,92,470,4,503.4,2013.6
1239,1732,119,4,79.84,319.36
1240,815,437,5,50.11,250.55
1241,1082,111,5,351.65,1758.25
1242,22,201,2,495.16,990.32
1243,1461,577,5,505.76,2528.8
1244,1685,147,4,69.81,279.24
1245,445,103,1,123.31,123.31
1246,1367,100,2,662.51,1325.02
1247,118,392,4,132.06,528.24
1248,337,231,5,668.95,3344.75
1249,1842,218,5,768.18,3840.9
1250,2271,248,1,56.79,56.79
1251,1012,79,3,677.76,2033.28
1252,1033,160,4,26.4,105.6
1253,2288,115,2,168.78,337.56
1254,1000,516,1,703.53,703.53
1255,1397,550,1,187.78,187.78
1256,53,47,1,327.04,327.04
1257,720,401,1,25.65,25.65
1258,1845,220,1,569.42,569.42
1259,1051,31,5,98.89,494.45
1260,807,155,2,252.16,504.32
1261,2402,514,4,80.0,320.0
1262,1752,535,5,699.53,3497.65
1263,1180,60,2,248.22,496.44
1264,686,485,1,214.14,214.14
1265,1394,433,3,460.34,1381.02
1266,1380,380,1,81.17,81.17
1267,1470,357,4,618.26,2473.04
1268,1829,195,1,723.37,723.37
1269,2491,183,1,199.31,199.31
1270,1420,505,1,602.18,602.18
1271,2215,575,5,383.35,1916.75
1272,2343,483,2,36.78,73.56
1273,866,106,2,665.88,1331.76
1274,112,164,4,572.66,2290.64
1275,729,527,4,413.22,1652.88
1276,507,332,4,206.36,825.44
1277,2355,55,1,550.33,550.33
1278,598,243,1,71.89,71.89
1279,2420,250,4,18.35,73.4
1280,890,347,3,90.69,272.07
1281,1231,11,4,570.35,2281.4
1282,1365,410,3,156.49,469.47
1283,780,585,5,621.38,3106.9
1284,1107,357,2,618.26,1236.52
1285,682,150,2,653.3,1306.6
1286,675,198,4,420.99,1683.96
1287,1777,304,2,407.38,814.76
1288,1466,48,5,7.86,39.3
1289,1210,174,4,73.97,295.88
1290,1684,471,3,440.06,1320.18
1291,399,178,2,754.48,1508.96
1292,2489,573,5,451.7,2258.5
1293,1388,148,3,611.86,1835.58
1294,1407,116,1,200.97,200.97
1295,2403,436,4,488.54,1954.16
1296,108,180,2,96.58,193.16
1297,2099,412,4,243.36,973.44
1298,1727,341,4,94.11,376.44
1299,1365,435,1,59.27,59.27
1300,730,495,3,137.66,412.98
1301,2469,214,1,449.0,449.0
1302,1992,492,1,784.35,784.35
1303,1429,26,1,565.26,565.26
1304,727,408,1,286.57,286.57
1305,2288,186,3,528.49,1585.47
1306,1606,40,2,525.55,1051.1
1307,612,138,1,108.59,108.59
1308,2253,469,5,624.34,3121.7
1309,2412,504,3,772.07,2316.21
1310,1660,555,1,344.08,344.08
1311,2252,581,1,569.71,569.71
1312,1013,45,4,665.24,2660.96
1313,2419,370,3,30.75,92.25
1314,1310,63,5,363.71,1818.55
1315,1837,468,2,376.95,753.9
1316,214,390,5,674.26,3371.3
1317,1186,429,2,710.51,1421.02
1318,2332,590,2,208.79,417.58
1319,1086,541,3,107.81,323.43
1320,1589,183,5,199.31,996.55
1321,308,112,3,108.88,326.64
1322,1331,473,4,710.65,2842.6
1323,1975,423,2,395.54,791.08
1324,2387,308,2,141.07,282.14
1325,1277,1,4,537.25,2149.0
1326,1583,50,4,449.19,1796.76
1327,1013,7,5,219.72,1098.6
1328,835,425,5,746.07,3730.35
1329,198,113,4,575.23,2300.92
1330,683,450,4,687.91,2751.64
1331,1462,578,2,369.57,739.14
1332,186,240,2,668.08,1336.16
1333,1062,365,4,673.29,2693.16
1334,1091,230,5,597.88,2989.4
1335,2280,600,2,149.99,299.98
1336,1806,366,1,194.87,194.87
1337,1241,228,4,365.78,1463.12
1338,2374,334,1,480.66,480.66
1339,1176,11,5,570.35,2851.75
1340,889,571,4,550.21,2200.84
1341,2089,94,5,216.75,1083.75
1342,1123,584,3,405.48,1216.44
1343,856,516,3,703.53,2110.59
1344,1842,482,5,612.18,3060.9
1345,762,540,1,465.91,465.91
1346,2122,38,2,664.31,1328.62
1347,416,321,3,159.66,478.98
1348,961,551,4,217.65,870.6
1349,284,200,4,60.63,242.52
1350,1344,366,1,194.87,194.87
1351,139,169,3,6.24,18.72
1352,1575,248,2,56.79,113.58
1353,1767,182,5,488.92,2444.6
1354,1557,50,1,449.19,449.19
1355,409,322,2,275.84,551.68
1356,1010,485,3,214.14,642.42
1357,1541,561,5,459.43,2297.15
1358,483,121,3,317.78,953.34
1359,487,246,2,313.43,626.86
1360,2167,431,3,538.19,1614.57
1361,2414,535,3,699.53,2098.59
1362,2485,174,4,73.97,295.88
1363,1861,385,2,10.67,21.34
1364,2311,254,3,346.43,1039.29
1365,1682,64,4,618.98,2475.92
1366,1179,357,3,618.26,1854.78
1367,1059,211,1,213.42,213.42
1368,297,488,4,663.6,2654.4
1369,1832,198,1,420.99,420.99
1370,1896,521,5,526.9,2634.5
1371,931,268,2,98.85,197.7
1372,2477,439,4,692.76,2771.04
1373,750,178,4,754.48,3017.92
1374,1601,584,5,405.48,2027.4
1375,1889,136,4,632.05,2528.2
1376,1070,68,3,433.82,1301.46
1377,263,320,5,323.31,1616.55
1378,1500,335,1,154.45,154.45
1379,555,530,5,383.96,1919.8
1380,667,367,4,176.43,705.72
1381,2172,81,1,36.02,36.02
1382,502,60,2,248.22,496.44
1383,2247,406,5,382.03,1910.15
1384,1969,532,3,390.81,1172.43
1385,1087,199,2,659.01,1318.02
1386,1174,595,3,394.59,1183.77
1387,1318,439,4,692.76,2771.04
1388,1612,60,5,248.22,1241.1
1389,116,184,2,63.4,126.8
1390,499,138,4,108.59,434.36
1391,1833,184,5,63.4,317.0
1392,514,243,4,71.89,287.56
1393,707,21,1,142.26,142.26
1394,675,170,5,614.58,3072.9
1395,2060,312,3,296.97,890.91
1396,2171,531,5,197.61,988.05
1397,1030,443,4,136.8,547.2
1398,139,471,4,440.06,1760.24
1399,1290,297,3,570.03,1710.09
1400,1652,305,1,680.79,680.79
1401,1241,242,4,469.33,1877.32
1402,377,415,5,650.76,3253.8
1403,1627,380,1,81.17,81.17
1404,942,92,2,418.35,836.7
1405,709,86,1,258.03,258.03
1406,1557,415,2,650.76,1301.52
1407,491,464,1,53.85,53.85
1408,1578,413,5,754.93,3774.65
1409,1367,169,3,6.24,18.72
1410,546,61,3,563.63,1690.89
1411,793,574,4,149.77,599.08
1412,1076,428,5,639.7,3198.5
1413,183,511,4,147.87,591.48
1414,2119,531,4,197.61,790.44
1415,1586,196,4,250.84,1003.36
1416,2177,161,4,528.03,2112.12
1417,813,492,4,784.35,3137.4
1418,1884,104,5,786.85,3934.25
1419,2467,540,5,465.91,2329.55
1420,256,289,4,175.39,701.56
1421,2007,285,2,493.0,986.0
1422,1563,101,4,692.48,2769.92
1423,1604,36,4,346.81,1387.24
1424,2419,285,5,493.0,2465.0
1425,2361,597,3,210.87,632.61
1426,2437,305,1,680.79,680.79
1427,1278,168,3,726.15,2178.45
1428,1822,378,2,550.33,1100.66
1429,163,400,1,308.3,308.3
1430,2336,290,2,162.83,325.66
1431,2097,566,2,478.04,956.08
1432,2054,177,4,345.27,1381.08
1433,2183,474,5,636.0,3180.0
1434,396,301,2,10.14,20.28
1435,1561,464,1,53.85,53.85
1436,1997,62,4,688.85,2755.4
1437,1636,578,1,369.57,369.57
1438,890,39,5,651.11,3255.55
1439,1389,51,4,286.34,1145.36
1440,1663,512,2,164.24,328.48
1441,1120,240,4,668.08,2672.32
1442,1994,191,5,69.8,349.0
1443,828,187,4,431.57,1726.28
1444,1009,36,5,346.81,1734.05
1445,970,426,5,600.86,3004.3
1446,2259,518,5,165.47,827.35
1447,984,189,5,487.52,2437.6
1448,159,13,5,125.21,626.05
1449,451,302,2,228.52,457.04
1450,1999,81,3,36.02,108.06
1451,365,90,4,244.76,979.04
1452,1772,174,2,73.97,147.94
1453,1450,586,5,378.49,1892.45
1454,2311,466,4,137.71,550.84
1455,1546,586,5,378.49,1892.45
1456,935,87,4,615.72,2462.88
1457,482,544,2,74.7,149.4
1458,1761,596,1,218.09,218.09
1459,1841,117,1,423.8,423.8
1460,2430,18,4,662.91,2651.64
1461,2164,492,3,784.35,2353.05
1462,862,403,5,490.74,2453.7
1463,2412,441,5,621.79,3108.95
1464,1576,192,2,748.52,1497.04
1465,2116,555,1,344.08,344.08
1466,1069,439,1,692.76,692.76
1467,2086,129,3,315.76,947.28
1468,1567,290,2,162.83,325.66
1469,2269,29,2,783.75,1567.5
1470,1657,75,1,611.8,611.8
1471,779,471,3,440.06,1320.18
1472,387,28,2,596.3,1192.6
1473,129,173,5,750.33,3751.65
1474,68,126,2,86.27,172.54
1475,585,487,5,492.2,2461.0
1476,2197,184,3,63.4,190.2
1477,1778,191,4,69.8,279.2
1478,1285,506,4,245.5,982.0
1479,64,392,4,132.06,528.24
1480,1642,108,5,80.18,400.9
1481,597,305,1,680.79,680.79
1482,38,128,5,54.31,271.55
1483,1904,194,4,649.78,2599.12
1484,1083,435,1,59.27,59.27
1485,313,248,1,56.79,56.79
1486,1361,208,4,421.48,1685.92
1487,2330,505,4,602.18,2408.72
1488,916,509,4,230.99,923.96
1489,2017,557,4,621.32,2485.28
1490,2430,214,2,449.0,898.0
1491,728,62,1,688.85,688.85
1492,1332,264,2,219.16,438.32
1493,806,215,3,15.98,47.94
1494,275,285,5,493.0,2465.0
1495,254,255,2,482.26,964.52
1496,2057,415,3,650.76,1952.28
1497,270,74,3,788.84,2366.52
1498,635,559,3,306.14,918.42
1499,845,290,3,162.83,488.49
1500,1428,346,3,798.78,2396.34
1501,50,98,1,219.9,219.9
1502,2440,588,1,475.68,475.68
1503,1493,45,1,665.24,665.24
1504,1685,170,1,614.58,614.58
1505,2085,365,2,673.29,1346.58
1506,1353,402,2,144.86,289.72
1507,389,417,2,646.38,1292.76
1508,265,124,1,342.09,342.09
1509,1059,272,3,317.71,953.13
1510,2020,558,1,530.43,530.43
1511,1447,494,3,709.65,2128.95
1512,880,194,1,649.78,649.78
1513,1592,428,1,639.7,639.7
1514,264,84,5,369.11,1845.55
1515,1326,443,3,136.8,410.4
1516,1996,584,1,405.48,405.48
1517,1088,291,3,194.59,583.77
1518,2156,27,2,524.56,1049.12
1519,758,307,1,706.75,706.75
1520,1812,258,5,532.11,2660.55
1521,1746,391,3,152.29,456.87
1522,2223,600,2,149.99,299.98
1523,695,55,2,550.33,1100.66
1524,2046,181,5,346.21,1731.05
1525,1317,501,4,573.48,2293.92
1526,1847,6,2,677.04,1354.08
1527,2371,365,3,673.29,2019.87
1528,749,332,3,206.36,619.08
1529,2452,447,2,202.17,404.34
1530,911,246,5,313.43,1567.15
1531,712,499,1,671.01,671.01
1532,836,17,1,754.6,754.6
1533,1663,590,1,208.79,208.79
1534,2438,256,3,108.9,326.7
1535,1396,454,3,30.04,90.12
1536,352,305,4,680.79,2723.16
1537,339,423,3,395.54,1186.62
1538,2389,72,4,453.13,1812.52
1539,2090,136,4,632.05,2528.2
1540,2267,165,5,305.69,1528.45
1541,2369,527,5,413.22,2066.1
1542,491,182,5,488.92,2444.6
1543,1677,221,3,655.36,1966.08
1544,271,180,1,96.58,96.58
1545,315,80,5,436.41,2182.05
1546,429,290,5,162.83,814.15
1547,169,360,5,567.41,2837.05
1548,2073,299,1,656.53,656.53
1549,884,581,1,569.71,569.71
1550,1462,132,3,688.06,2064.18
1551,523,295,3,331.84,995.52
1552,592,206,2,562.91,1125.82
1553,1554,41,1,93.83,93.83
1554,2347,589,5,697.64,3488.2
1555,2026,257,4,592.01,2368.04
1556,1344,168,5,726.15,3630.75
1557,214,226,5,93.28,466.4
1558,1919,471,1,440.06,440.06
1559,2238,86,5,258.03,1290.15
1560,754,210,5,92.48,462.4
1561,783,440,1,628.38,628.38
1562,1171,499,3,671.01,2013.03
1563,1593,235,2,39.05,78.1
1564,1989,434,3,549.16,1647.48
1565,391,269,1,511.36,511.36
1566,2459,581,5,569.71,2848.55
1567,1293,194,3,649.78,1949.34
1568,895,384,5,586.06,2930.3
1569,1983,417,5,646.38,3231.9
1570,759,474,3,636.0,1908.0
1571,1363,207,2,626.77,1253.54
1572,1991,447,1,202.17,202.17
1573,2196,204,2,382.59,765.18
1574,2428,473,2,710.65,1421.3
1575,2127,234,3,216.26,648.78
1576,1075,578,2,369.57,739.14
1577,2268,273,1,549.11,549.11
1578,218,16,5,683.71,3418.55
1579,76,29,1,783.75,783.75
1580,604,461,1,316.64,316.64
1581,318,282,4,586.67,2346.68
1582,923,33,4,498.19,1992.76
1583,1564,454,4,30.04,120.16
1584,1312,298,2,169.49,338.98
1585,1769,164,2,572.66,1145.32
1586,2447,450,1,687.91,687.91
1587,1213,345,3,529.31,1587.93
1588,731,282,1,586.67,586.67
1589,1622,15,5,323.44,1617.2
1590,323,492,1,784.35,784.35
1591,812,45,5,665.24,3326.2
1592,88,105,2,504.16,1008.32
1593,1377,513,1,154.01,154.01
1594,2210,112,1,108.88,108.88
1595,1898,296,1,288.03,288.03
